prev_position = 50, move = -40, position = 10, zero_count = 0
prev_position = 1, move = 44, position = 45, zero_count = 5976
prev_position = 45, move = -45, position = 0, zero_count = 5977
prev_position = 0, move = 1, position = 1, zero_count = 5977
prev_position = 1, move = -1, position = 0, zero_count = 5978
prev_position = 0, move = 96, position = 96, zero_count = 5978
prev_position = 96, move = 71, position = 67, zero_count = 5979
prev_position = 67, move = 83, position = 50, zero_count = 5980
prev_position = 50, move = 32, position = 82, zero_count = 5980
prev_position = 82, move = 511, position = 93, zero_count = 5985
prev_position = 93, move = -119, position = -26, zero_count = 5986
prev_position = -26, move = 35, position = 9, zero_count = 5987
prev_position = 9, move = -8, position = 1, zero_count = 5987
prev_position = 1, move = -1, position = 0, zero_count = 5988
prev_position = 0, move = -928, position = -28, zero_count = 5997
prev_position = -28, move = -743, position = -71, zero_count = 6004
prev_position = -71, move = 71, position = 0, zero_count = 6005
prev_position = 0, move = -24, position = -24, zero_count = 6005
prev_position = -24, move = 93, position = 69, zero_count = 6006
prev_position = 69, move = -869, position = 0, zero_count = 6014
prev_position = 0, move = 95, position = 95, zero_count = 6014
prev_position = 95, move = 63, position = 58, zero_count = 6015
prev_position = 58, move = 742, position = 0, zero_count = 6023
prev_position = 0, move = -80, position = -80, zero_count = 6023
prev_position = -80, move = -20, position = 0, zero_count = 6024
prev_position = 0, move = 51, position = 51, zero_count = 6024
prev_position = 51, move = 75, position = 26, zero_count = 6025
prev_position = 26, move = -26, position = 0, zero_count = 6026
prev_position = 0, move = 921, position = 21, zero_count = 6035
prev_position = 21, move = 24, position = 45, zero_count = 6035
prev_position = 45, move = -64, position = -19, zero_count = 6036
prev_position = -19, move = 19, position = 0, zero_count = 6037
prev_position = 0, move = 74, position = 74, zero_count = 6037
prev_position = 74, move = -19, position = 55, zero_count = 6037
prev_position = 55, move = -55, position = 0, zero_count = 6038
prev_position = 0, move = 94, position = 94, zero_count = 6038
prev_position = 94, move = -202, position = -8, zero_count = 6040
prev_position = -8, move = 8, position = 0, zero_count = 6041
prev_position = 0, move = 937, position = 37, zero_count = 6050
prev_position = 37, move = -818, position = -81, zero_count = 6058
prev_position = -81, move = -20, position = -1, zero_count = 6059
prev_position = -1, move = -25, position = -26, zero_count = 6059
prev_position = -26, move = 22, position = -4, zero_count = 6059
prev_position = -4, move = -6, position = -10, zero_count = 6059
prev_position = -10, move = -90, position = 0, zero_count = 6060
prev_position = 0, move = -81, position = -81, zero_count = 6060
prev_position = -81, move = -3, position = -84, zero_count = 6060
prev_position = -84, move = -16, position = 0, zero_count = 6061
prev_position = 0, move = -24, position = -24, zero_count = 6061
prev_position = -24, move = 905, position = 81, zero_count = 6070
prev_position = 81, move = -8, position = 73, zero_count = 6070
prev_position = 73, move = 4, position = 77, zero_count = 6070
prev_position = 77, move = 561, position = 38, zero_count = 6076
prev_position = 38, move = 762, position = 0, zero_count = 6084
prev_position = 0, move = -334, position = -34, zero_count = 6087
prev_position = -34, move = 84, position = 50, zero_count = 6088
prev_position = 50, move = 50, position = 0, zero_count = 6089
prev_position = 0, move = 3, position = 3, zero_count = 6089
prev_position = 3, move = 44, position = 47, zero_count = 6089
prev_position = 47, move = 86, position = 33, zero_count = 6090
prev_position = 33, move = 50, position = 83, zero_count = 6090
prev_position = 83, move = -47, position = 36, zero_count = 6090
prev_position = 36, move = 77, position = 13, zero_count = 6091
prev_position = 13, move = -37, position = -24, zero_count = 6092
prev_position = -24, move = -876, position = 0, zero_count = 6101
prev_position = 0, move = -476, position = -76, zero_count = 6105
prev_position = -76, move = -627, position = -3, zero_count = 6112
prev_position = -3, move = 40, position = 37, zero_count = 6113
prev_position = 37, move = 63, position = 0, zero_count = 6114
prev_position = 0, move = -92, position = -92, zero_count = 6114
prev_position = -92, move = -8, position = 0, zero_count = 6115
prev_position = 0, move = -42, position = -42, zero_count = 6115
prev_position = -42, move = 5, position = -37, zero_count = 6115
prev_position = -37, move = -63, position = 0, zero_count = 6116
prev_position = 0, move = 97, position = 97, zero_count = 6116
prev_position = 97, move = 56, position = 53, zero_count = 6117
prev_position = 53, move = -53, position = 0, zero_count = 6118
prev_position = 0, move = 47, position = 47, zero_count = 6118
prev_position = 47, move = 85, position = 32, zero_count = 6119
prev_position = 32, move = 31, position = 63, zero_count = 6119
prev_position = 63, move = -10, position = 53, zero_count = 6119
prev_position = 53, move = 47, position = 0, zero_count = 6120
prev_position = 0, move = 987, position = 87, zero_count = 6129
prev_position = 87, move = 13, position = 0, zero_count = 6130
prev_position = 0, move = 94, position = 94, zero_count = 6130
prev_position = 94, move = 98, position = 92, zero_count = 6131
prev_position = 92, move = 537, position = 29, zero_count = 6137
prev_position = 29, move = 63, position = 92, zero_count = 6137
prev_position = 92, move = 98, position = 90, zero_count = 6138
prev_position = 90, move = 10, position = 0, zero_count = 6139
prev_position = 0, move = 44, position = 44, zero_count = 6139
prev_position = 44, move = 130, position = 74, zero_count = 6140
prev_position = 74, move = 19, position = 93, zero_count = 6140
prev_position = 93, move = -93, position = 0, zero_count = 6141
prev_position = 0, move = -91, position = -91, zero_count = 6141
prev_position = -91, move = -62, position = -53, zero_count = 6142
prev_position = -53, move = 7, position = -46, zero_count = 6142
prev_position = -46, move = -54, position = 0, zero_count = 6143
prev_position = 0, move = -41, position = -41, zero_count = 6143
prev_position = -41, move = 23, position = -18, zero_count = 6143
prev_position = -18, move = 18, position = 0, zero_count = 6144
prev_position = 0, move = 47, position = 47, zero_count = 6144
prev_position = 47, move = -36, position = 11, zero_count = 6144
prev_position = 11, move = 56, position = 67, zero_count = 6144
prev_position = 67, move = 433, position = 0, zero_count = 6149
prev_position = 0, move = -20, position = -20, zero_count = 6149
prev_position = -20, move = -80, position = 0, zero_count = 6150
prev_position = 0, move = -215, position = -15, zero_count = 6152
prev_position = -15, move = -85, position = 0, zero_count = 6153
prev_position = 0, move = 954, position = 54, zero_count = 6162
prev_position = 54, move = 20, position = 74, zero_count = 6162
prev_position = 74, move = -171, position = -97, zero_count = 6163
prev_position = -97, move = -3, position = 0, zero_count = 6164
prev_position = 0, move = -351, position = -51, zero_count = 6167
prev_position = -51, move = -86, position = -37, zero_count = 6168
prev_position = -37, move = -22, position = -59, zero_count = 6168
prev_position = -59, move = -50, position = -9, zero_count = 6169
prev_position = -9, move = -71, position = -80, zero_count = 6169
prev_position = -80, move = 80, position = 0, zero_count = 6170
prev_position = 0, move = -60, position = -60, zero_count = 6170
prev_position = -60, move = 47, position = -13, zero_count = 6170
prev_position = -13, move = -66, position = -79, zero_count = 6170
prev_position = -79, move = -73, position = -52, zero_count = 6171
prev_position = -52, move = 352, position = 0, zero_count = 6174
prev_position = 0, move = 37, position = 37, zero_count = 6174
prev_position = 37, move = -43, position = -6, zero_count = 6175
prev_position = -6, move = -84, position = -90, zero_count = 6175
prev_position = -90, move = -980, position = -70, zero_count = 6185
prev_position = -70, move = -701, position = -71, zero_count = 6192
prev_position = -71, move = -29, position = 0, zero_count = 6193
prev_position = 0, move = -287, position = -87, zero_count = 6195
prev_position = -87, move = -69, position = -56, zero_count = 6196
prev_position = -56, move = 51, position = -5, zero_count = 6196
prev_position = -5, move = 31, position = 26, zero_count = 6197
prev_position = 26, move = 81, position = 7, zero_count = 6198
prev_position = 7, move = -16, position = -9, zero_count = 6199
prev_position = -9, move = 66, position = 57, zero_count = 6200
prev_position = 57, move = -57, position = 0, zero_count = 6201
prev_position = 0, move = 252, position = 52, zero_count = 6203
prev_position = 52, move = -71, position = -19, zero_count = 6204
prev_position = -19, move = -81, position = 0, zero_count = 6205
prev_position = 0, move = 29, position = 29, zero_count = 6205
prev_position = 29, move = -99, position = -70, zero_count = 6206
prev_position = -70, move = 81, position = 11, zero_count = 6207
prev_position = 11, move = 89, position = 0, zero_count = 6208
prev_position = 0, move = -31, position = -31, zero_count = 6208
prev_position = -31, move = 92, position = 61, zero_count = 6209
prev_position = 61, move = 52, position = 13, zero_count = 6210
prev_position = 13, move = -57, position = -44, zero_count = 6211
prev_position = -44, move = 44, position = 0, zero_count = 6212
prev_position = 0, move = -92, position = -92, zero_count = 6212
prev_position = -92, move = 50, position = -42, zero_count = 6212
prev_position = -42, move = -558, position = 0, zero_count = 6218
prev_position = 0, move = 7, position = 7, zero_count = 6218
prev_position = 7, move = -507, position = 0, zero_count = 6223
prev_position = 0, move = -38, position = -38, zero_count = 6223
prev_position = -38, move = 4, position = -34, zero_count = 6223
prev_position = -34, move = -452, position = -86, zero_count = 6227
prev_position = -86, move = 582, position = 96, zero_count = 6232
prev_position = 96, move = -3, position = 93, zero_count = 6232
prev_position = 93, move = 22, position = 15, zero_count = 6233
prev_position = 15, move = 33, position = 48, zero_count = 6233
prev_position = 48, move = 52, position = 0, zero_count = 6234
prev_position = 0, move = 48, position = 48, zero_count = 6234
prev_position = 48, move = 74, position = 22, zero_count = 6235
prev_position = 22, move = -44, position = -22, zero_count = 6236
prev_position = -22, move = 71, position = 49, zero_count = 6237
prev_position = 49, move = 54, position = 3, zero_count = 6238
prev_position = 3, move = 66, position = 69, zero_count = 6238
prev_position = 69, move = -34, position = 35, zero_count = 6238
prev_position = 35, move = 7, position = 42, zero_count = 6238
prev_position = 42, move = 58, position = 0, zero_count = 6239
prev_position = 0, move = 55, position = 55, zero_count = 6239
prev_position = 55, move = 41, position = 96, zero_count = 6239
prev_position = 96, move = 96, position = 92, zero_count = 6240
prev_position = 92, move = 8, position = 0, zero_count = 6241
prev_position = 0, move = -64, position = -64, zero_count = 6241
prev_position = -64, move = -36, position = 0, zero_count = 6242
prev_position = 0, move = 44, position = 44, zero_count = 6242
